term_str,n,n_chars,p,i,max_pos,df,idf,dfidf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
crippled,4,8,4.554107349418441e-06,17.744400270241318,VB,4,6.027905996569885,24.11162398627954,1.2372898858662456e-05,0.0032293266021109,0.0,0.0009013017339368,0,0,0,0,0,1,0,1,0,0,-1
crisp,14,5,1.5939375722964542e-05,15.937045348183716,NN,12,4.442943495848728,53.31532195018474,5.955806584863588e-05,0.0155446551864939,0.0,0.0027124197166353,0,0,0,0,0,1,0,0,0,1,-1
criticism,5,9,5.692634186773051e-06,17.422472175353956,NN,5,5.705977901682522,28.52988950841261,3.418979073715021e-05,0.0089235353823962,0.0,0.0021055269009898,1,0,0,0,0,1,0,1,0,0,-1
criticize,2,9,2.2770536747092203e-06,18.74440027024132,VB,1,8.027905996569885,8.027905996569885,1.5499249444825532e-05,0.0040453041050994,0.0,0.0040453041050994,1,0,1,1,0,1,0,1,0,0,-1
cross,94,5,0.0001070215227113,13.189811418563682,NN,61,2.0971686590069982,127.9272881994269,0.0002026309397134,0.0528866752652149,0.0,0.003688951027277,1,0,0,1,0,1,0,1,0,0,-1
crouching,12,9,1.366232204825532e-05,16.159437769520164,VB,10,4.705977901682522,47.059779016825225,5.528149192381816e-05,0.0144284693921165,0.0,0.0024820558553177,0,0,0,1,0,1,0,0,0,0,-1
crowning,1,8,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,2.8853902929883927e-05,0.0075308686646997,0.0,0.0075308686646997,0,1,0,0,1,0,1,0,1,1,1
crucial,4,7,4.554107349418441e-06,17.744400270241318,JJ,4,6.027905996569885,24.11162398627954,2.20188581630656e-05,0.0057469219805601,0.0,0.0027189472244338,0,0,0,0,0,0,1,0,0,1,1
crude,8,5,9.10821469883688e-06,16.744400270241318,NN,8,5.027905996569885,40.22324797255908,4.2147190919871406e-05,0.0110004168300864,0.0,0.0019175842854957,0,0,1,0,0,1,0,0,0,0,-1
cruel,23,5,2.6186117259156032e-05,15.220838314184308,NN,19,3.779978483126299,71.81959117939968,9.902455203725883e-05,0.0258454080817245,0.0,0.0030623644205722,1,0,1,1,0,1,0,1,0,0,-1
cruelly,4,7,4.554107349418441e-06,17.744400270241318,RB,4,6.027905996569885,24.11162398627954,1.2297131133958502e-05,0.0032095512259631,0.0,0.0016304857983689,1,0,0,1,0,1,0,0,0,0,-1
cruelty,7,7,7.969687861482271e-06,16.937045348183716,NN,6,5.442943495848728,32.65766097509237,3.400591235094405e-05,0.0088755431235963,0.0,0.0028452396737316,1,0,1,1,0,1,0,1,0,0,-1
crumbling,2,9,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,8.977119102554248e-06,0.0023430280857666,0.0,0.0016649860214569,0,0,0,0,0,1,0,1,0,0,-1
crusade,1,7,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,9.137926477497404e-06,0.0023849988106268,0.0,0.0023849988106268,1,0,0,1,0,1,0,0,0,0,-1
crushed,13,7,1.4800848885609931e-05,16.043960552100227,VB,13,4.327466278428792,56.2570616195743,4.774429021461788e-05,0.0124612597460152,0.0,0.0025621469972935,1,0,1,1,0,1,0,1,0,0,-1
crushing,3,8,3.4155805120638303e-06,18.159437769520164,VB,3,6.442943495848728,19.328830487546185,1.3960346926219454e-05,0.0036436505477432,0.0,0.0015235146596946,1,0,1,1,0,1,0,0,0,0,-1
cry,132,3,0.0001502855425308,12.700006150882864,NN,68,1.9404431553195447,131.95013456172907,0.0002448731885492,0.0639119022113518,0.0,0.003211894558344,0,0,0,0,0,1,0,1,0,0,-1
crying,18,6,2.0493483072382983e-05,15.574475268799008,VB,18,3.857980995127572,69.4436579122963,6.748174184362574e-05,0.0176127346211863,0.0,0.0018318998077528,0,0,0,0,0,1,0,1,0,0,-1
cultivate,4,9,4.554107349418441e-06,17.744400270241318,VB,4,6.027905996569885,24.11162398627954,2.800096266439908e-05,0.0073082512554081,0.0,0.0022064077586273,0,1,0,0,0,0,1,0,0,1,1
cunning,31,7,3.529433195799291e-05,14.790203959854445,NN,26,3.3274662784287923,86.5141232391486,9.371133156742195e-05,0.0244586575390971,0.0,0.0017116596082452,0,0,0,0,0,1,1,0,0,0,0
cur,1,3,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,6.809444437293837e-06,0.0017772649981336,0.0,0.0017772649981336,1,0,1,1,0,1,0,0,0,0,-1
curiosity,72,9,8.197393228953193e-05,13.574475268799008,NN,58,2.169925001442312,125.8556500836541,0.0001786473009327,0.0466269455434402,0.0,0.0015270408173415,0,1,0,0,0,0,1,0,1,0,1
curse,22,5,2.504759042180142e-05,15.284968651604022,NN,17,3.940443155319545,66.98753364043226,8.643278014235613e-05,0.0225589556171549,0.0,0.0036918580468328,1,0,1,1,0,1,0,1,0,0,-1
cursed,17,6,1.9354956235028373e-05,15.65693742899098,VB,13,4.327466278428792,56.2570616195743,7.966698708132907e-05,0.0207930836282268,0.0,0.0039269203978482,1,0,0,1,0,1,0,1,0,0,-1
cursing,4,7,4.554107349418441e-06,17.744400270241318,VB,4,6.027905996569885,24.11162398627954,3.139914550327032e-05,0.0081951769763535,0.0,0.0025848653501586,1,0,1,0,0,1,0,0,0,0,-1
cutter,3,6,3.4155805120638303e-06,18.159437769520164,NN,2,7.027905996569885,14.05581199313977,2.1474773999857653e-05,0.0056049160139628,0.0,0.003439151454157,0,0,0,1,0,1,0,0,0,0,-1
cutting,18,7,2.0493483072382983e-05,15.574475268799008,VB,18,3.857980995127572,69.4436579122963,9.136946004039511e-05,0.0238474290705431,0.0,0.0023873644771829,1,0,1,1,0,1,0,1,0,0,-1
dabbling,1,8,1.1385268373546102e-06,19.74440027024132,VB,1,8.027905996569885,8.027905996569885,1.5465738396649368e-06,0.0004036557721525,0.0,0.0004036557721525,1,0,1,0,0,1,0,0,0,0,-1
dagger,84,6,9.563625433778724e-05,13.35208284746256,NN,28,3.2205510745122803,90.17543008634384,0.0004922953999776,0.1284890993941563,0.0,0.0157270535380415,0,0,0,1,0,1,0,0,0,0,-1
damage,3,6,3.4155805120638303e-06,18.159437769520164,VB,3,6.442943495848728,19.328830487546185,2.2365967240611363e-05,0.0058375174497995,0.0,0.0032086371991278,1,0,1,0,0,1,0,1,0,0,-1
dame,7,4,7.969687861482271e-06,16.937045348183716,NN,5,5.705977901682522,28.52988950841261,6.0598870060932906e-05,0.0158163050859034,0.0,0.0048151712250485,1,0,1,0,0,0,1,0,0,1,1
damn,21,4,2.390906358444681e-05,15.35208284746256,NN,16,4.027905996569885,64.44649594511816,0.000146306983845,0.038186122783558,0.0,0.0073906532047153,1,0,1,0,0,1,0,0,0,0,-1
dance,18,5,2.0493483072382983e-05,15.574475268799008,NN,13,4.327466278428792,56.2570616195743,0.0001075657553131,0.0280746621367314,0.0,0.0069165683725553,0,0,0,0,1,0,1,0,0,1,1
dandy,1,5,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,7.638008572946676e-06,0.001993520237539,0.0,0.001993520237539,0,0,1,0,0,1,0,0,0,0,-1
danger,150,6,0.0001707790256031,12.515581579745438,NN,82,1.670353991951801,136.96902734004766,0.0002643691470239,0.0690003473732475,0.0,0.003093248133244,0,0,0,1,0,1,0,1,0,0,-1
dangerous,75,9,8.538951280159576e-05,13.515581579745438,JJ,52,2.3274662784287923,121.0282464782972,0.0002089639642421,0.0545395946672001,0.0,0.0037722305971293,0,0,0,1,0,1,0,0,0,0,-1
dare,115,4,0.0001309305862957,12.898910219296944,VB,89,1.5521725656034866,138.1433583387103,0.0002496247949267,0.065152071475877,0.0,0.0026578297356224,0,1,0,0,0,0,0,0,0,1,0
darken,2,6,2.2770536747092203e-06,18.74440027024132,VB,2,7.027905996569885,14.05581199313977,6.497110231576477e-06,0.0016957457704414,0.0,0.0008896083539961,0,0,0,1,0,1,0,1,0,0,-1
darkened,11,8,1.252379521090071e-05,16.28496865160402,VB,11,4.568474377932588,50.25321815725847,3.979699489173572e-05,0.010387015666743,0.0,0.0018972069675799,0,0,0,1,0,1,0,1,0,0,-1
darkness,79,8,8.99436201510142e-05,13.440619522064216,NN,46,2.5043440405128714,115.19982586359208,0.0001835468376764,0.0479057246335441,0.0,0.0038917545307115,1,0,0,1,0,1,0,1,0,0,-1
darling,24,7,2.732464409651064e-05,15.159437769520164,NN,14,4.22055107451228,59.087715043171926,0.0001567895766859,0.0409220795150384,0.0,0.0143166590044514,0,0,0,0,1,0,1,0,0,1,1
dashed,35,6,3.984843930741135e-05,14.615117253296352,VB,27,3.273018494406416,88.37149934897323,0.0001051505674445,0.0274442981030245,0.0,0.002205538069007,1,0,0,1,0,1,0,1,0,0,-1
daughter,109,8,0.0001240994252716,12.976215945464393,NN,56,2.2205510745122803,124.3508601726877,0.0002982313604024,0.077838385065041,0.0,0.0095971953517548,0,0,0,0,1,0,1,0,0,0,1
dawn,18,4,2.0493483072382983e-05,15.574475268799008,NN,13,4.327466278428792,56.2570616195743,0.0001139535561212,0.0297418781476482,0.0,0.0074100449973095,0,1,0,0,1,0,1,0,1,1,1
deadly,39,6,4.4402546656829794e-05,14.458998051379073,JJ,34,2.940443155319545,99.97506728086452,0.0001086640435435,0.0283613153648692,0.0,0.0023867233403567,1,0,1,1,0,1,0,1,0,0,-1
deal,166,4,0.0001889954550008,12.369360838894394,NN,113,1.2077270341546966,136.47315485948073,0.0002376919932894,0.0620376102485392,0.0,0.0031796236090075,0,1,0,0,1,0,1,0,1,1,1
death,372,5,0.0004235319834959,11.205241459133289,NN,146,0.8380814376898673,122.35988990272062,0.0003553743772892,0.0927527124724878,0.0002111568248147,0.002880004940515,1,1,1,1,0,1,0,1,1,0,-1
debris,3,6,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,1.716317087344477e-05,0.004479587597969,0.0,0.001896098733328,0,0,1,0,0,1,0,0,0,0,-1
debt,13,4,1.4800848885609931e-05,16.043960552100227,NN,12,4.442943495848728,53.31532195018474,5.455029495173332e-05,0.0142376269824023,0.0,0.0062532631890903,0,0,0,0,0,1,0,1,0,0,-1
decay,5,5,5.692634186773051e-06,17.422472175353956,NN,5,5.705977901682522,28.52988950841261,3.219505059140399e-05,0.0084029082043564,0.0,0.0029321571951092,0,0,0,1,0,1,0,1,0,0,-1
decayed,1,7,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,1.180739367495442e-05,0.0030817297491631,0.0,0.0030817297491631,0,0,1,0,0,1,0,1,0,0,-1
deceased,21,8,2.390906358444681e-05,15.35208284746256,JJ,14,4.22055107451228,59.087715043171926,0.0001153017793521,0.0300937644109015,0.0,0.007391508011405,0,0,0,0,0,1,0,1,0,0,-1
deceit,2,6,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.970297287584854e-05,0.0051424759205964,0.0,0.0031700072154126,1,0,1,1,0,1,0,1,1,0,-1
deceitful,1,9,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,8.281707195276324e-06,0.0021615255779671,0.0,0.0021615255779671,0,0,1,0,0,1,0,1,0,0,-1
deceive,25,7,2.8463170933865253e-05,15.100544080466594,VB,21,3.635588573791124,76.34736004961361,0.0001261967315344,0.0329373469304987,0.0,0.0034674187637492,1,0,1,0,0,1,0,1,0,0,-1
deceived,28,8,3.1878751445929084e-05,14.937045348183716,VB,26,3.3274662784287923,86.5141232391486,0.0001217795844525,0.0317844715421095,0.0,0.0030527213563566,1,0,0,0,0,1,0,0,0,0,-1
deceiving,4,9,4.554107349418441e-06,17.744400270241318,VB,3,6.442943495848728,19.328830487546185,2.5321060770861352e-05,0.0066087968611948,0.0,0.0044372889089867,0,0,0,0,0,1,0,0,0,1,-1
defamation,1,10,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,5.877749001195541e-06,0.001534092489312,0.0,0.001534092489312,0,0,1,1,0,1,0,0,0,0,-1
defeated,9,8,1.0246741536191492e-05,16.574475268799006,VB,8,5.027905996569885,40.22324797255908,7.460320527935645e-05,0.019471436577912,0.0,0.0050992961425658,0,0,0,0,0,1,0,1,0,0,-1
defect,2,6,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,7.936531837722682e-06,0.0020714348096456,0.0,0.0016649860214569,1,0,0,0,0,1,0,0,0,0,-1
defend,8,6,9.10821469883688e-06,16.744400270241318,VB,8,5.027905996569885,40.22324797255908,3.976187107232002e-05,0.0103778483498755,0.0,0.0027281096020455,0,0,0,1,0,0,1,0,0,0,1
defended,3,8,3.4155805120638303e-06,18.159437769520164,VB,3,6.442943495848728,19.328830487546185,1.504708037960441e-05,0.0039272879790767,0.0,0.0016892877545486,0,0,0,0,0,0,1,0,0,1,1
defense,5,7,5.692634186773051e-06,17.422472175353956,NN,4,6.027905996569885,24.11162398627954,2.8935851274604996e-05,0.0075522571826719,0.0,0.0032609715967378,1,1,0,1,0,0,1,0,0,0,1
deference,6,9,6.8311610241276606e-06,17.159437769520164,NN,6,5.442943495848728,32.65766097509237,3.350675657955268e-05,0.0087452634672632,0.0,0.0027106292310003,0,0,0,0,0,0,1,0,0,1,1
defiance,5,8,5.692634186773051e-06,17.422472175353956,NN,4,6.027905996569885,24.11162398627954,2.7844307220859538e-05,0.0072673641846443,0.0,0.00408948846443,1,0,1,1,0,1,0,0,0,0,-1
defiant,7,7,7.969687861482271e-06,16.937045348183716,JJ,7,5.22055107451228,36.54385752158596,3.9310609390764834e-05,0.0102600690509896,0.0,0.0036738571952936,1,0,0,0,0,1,0,0,0,0,-1
deformed,2,8,2.2770536747092203e-06,18.74440027024132,NN,1,8.027905996569885,8.027905996569885,8.58809451996545e-06,0.0022414926697109,0.0,0.0022414926697109,0,0,1,0,0,1,0,1,0,0,-1
deformity,1,9,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,4.294047259982725e-06,0.0011207463348554,0.0,0.0011207463348554,0,0,1,1,0,1,0,1,0,0,-1
defy,2,4,2.2770536747092203e-06,18.74440027024132,VB,2,7.027905996569885,14.05581199313977,1.645976251742054e-05,0.0042959980170467,0.0,0.002525298597402,1,0,0,1,0,1,0,1,1,0,-1
degeneracy,2,10,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,2.6922819626189968e-05,0.0070268559224355,0.0,0.0049457466548697,1,0,1,0,0,1,0,1,0,0,-1
delay,48,5,5.464928819302128e-05,14.159437769520164,NN,39,2.742503777707636,106.9576473305978,0.0001653954035843,0.0431682003355189,0.0,0.0039688911399531,1,0,1,1,0,1,0,1,0,0,-1
delegate,3,8,3.4155805120638303e-06,18.159437769520164,NN,1,8.027905996569885,8.027905996569885,1.953732406728113e-05,0.0050992415815603,0.0,0.0050992415815603,0,0,0,0,0,0,1,0,0,1,1
delicious,3,9,3.4155805120638303e-06,18.159437769520164,JJ,3,6.442943495848728,19.328830487546185,3.570663348106897e-05,0.009319431338559,0.0,0.0043710607163152,0,0,0,0,1,0,1,0,0,0,1
delight,26,7,2.9601697771219863e-05,15.043960552100229,NN,23,3.5043440405128714,80.59991293179604,9.893853779697084e-05,0.0258229583650093,0.0,0.0021820324038062,0,1,0,0,1,0,1,0,0,0,1
delighted,55,9,6.261897605450355e-05,13.96304055671666,VB,47,2.4733171448922477,116.24590580993562,0.0001498426689614,0.0391089365989512,0.0,0.0035741577238327,0,1,0,0,1,0,1,0,1,0,1
delightful,23,10,2.6186117259156032e-05,15.220838314184308,JJ,18,3.857980995127572,69.4436579122963,0.0001388495619813,0.0362397356771246,0.0,0.0058102123420595,0,1,0,0,1,0,1,0,0,1,1
delinquent,1,10,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,1.2901954917473265e-05,0.0033674102334605,0.0,0.0033674102334605,1,0,1,0,0,1,0,0,0,0,-1
delirious,9,9,1.0246741536191492e-05,16.574475268799006,JJ,7,5.22055107451228,36.54385752158596,4.550074367913864e-05,0.0118756941002551,0.0,0.0030458290983152,0,0,0,0,0,1,0,1,0,0,-1
delirium,3,8,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,1.1844811937479551e-05,0.0030914959156821,0.0,0.0017734499025182,0,0,1,0,0,1,0,1,0,0,-1
delivery,3,8,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,6.419549827892621e-05,0.0167550250507997,0.0,0.0112836138281063,0,1,0,0,0,0,1,0,0,0,1
delusion,3,8,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,1.191351343304562e-05,0.0031094270060249,0.0,0.0017734499025182,1,0,0,1,0,1,0,1,0,0,-1
demand,25,6,2.8463170933865253e-05,15.100544080466594,NN,23,3.5043440405128714,80.59991293179604,0.0001389625140392,0.0362692161642384,0.0,0.0050714096100041,1,0,0,0,0,1,0,0,0,0,-1
demented,1,8,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,4.047672130972005e-06,0.0010564424261836,0.0,0.0010564424261836,0,0,0,1,0,1,0,0,0,0,-1
demise,3,6,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,3.3729190083327905e-05,0.0088033186117485,0.0,0.0044867294539336,0,0,0,1,0,1,0,1,0,0,-1
demolish,1,8,1.1385268373546102e-06,19.74440027024132,VB,1,8.027905996569885,8.027905996569885,5.720338576019391e-06,0.001493008368341,0.0,0.001493008368341,1,0,0,0,0,1,0,1,0,0,-1
demon,6,5,6.8311610241276606e-06,17.159437769520164,NN,6,5.442943495848728,32.65766097509237,3.385440543757465e-05,0.0088359998192069,0.0,0.0020758747123755,1,0,1,1,0,1,0,1,0,0,-1
denied,16,6,1.8216429397673763e-05,15.74440027024132,VB,11,4.568474377932588,50.25321815725847,6.245830955653647e-05,0.016301618794256,0.0,0.004248162895604,0,0,0,0,0,1,0,1,0,0,-1
denounce,3,8,3.4155805120638303e-06,18.159437769520164,VB,2,7.027905996569885,14.05581199313977,2.261538940015736e-05,0.005902616633441,0.0,0.0038361932295687,1,0,1,0,0,1,0,0,0,0,-1
denunciation,1,12,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,7.749624722412766e-06,0.0020226520525497,0.0,0.0020226520525497,1,0,1,1,0,1,0,0,0,0,-1
deny,37,4,4.2125492982120574e-05,14.53494690461237,VB,32,3.0279059965698845,96.8929918902363,0.0001288451850272,0.0336285932921055,0.0,0.0025835375397353,1,0,0,0,0,1,0,0,0,0,-1
denying,3,7,3.4155805120638303e-06,18.159437769520164,VB,3,6.442943495848728,19.328830487546185,1.504628804166733e-05,0.0039270811788751,0.0,0.0023996065161447,0,1,0,0,0,1,0,0,0,0,-1
depart,16,6,1.8216429397673763e-05,15.74440027024132,VB,15,4.121015400961366,61.81523101442049,0.000101693406878,0.0265419791951729,0.0,0.00298192141893,0,1,0,0,0,0,0,1,0,0,0
departed,52,8,5.9203395542439726e-05,14.043960552100229,VB,45,2.5360529002402097,114.12238051080944,0.0001604626539027,0.0418807526686303,0.0,0.0028623621898873,0,0,0,0,0,1,0,1,0,0,-1
departure,47,9,5.351076135566668e-05,14.189811418563682,NN,39,2.742503777707636,106.9576473305978,0.0001681519407798,0.0438876565435506,0.0,0.0025034265428641,0,0,0,0,0,1,0,1,0,0,-1
depend,24,6,2.732464409651064e-05,15.159437769520164,VB,18,3.857980995127572,69.4436579122963,9.87025778695282e-05,0.0257613728239468,0.0,0.0032598065020089,0,1,0,0,0,0,0,0,0,1,0
dependent,6,9,6.8311610241276606e-06,17.159437769520164,JJ,6,5.442943495848728,32.65766097509237,3.6215604179903256e-05,0.0094522726909547,0.0,0.0023491340077033,0,0,0,0,0,1,1,0,0,1,0
deplorable,4,10,4.554107349418441e-06,17.744400270241318,JJ,3,6.442943495848728,19.328830487546185,2.736896085880612e-05,0.0071432987841483,0.0,0.0039709975321101,1,0,1,1,0,1,0,1,0,0,-1
depravity,1,9,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,1.2147812212976408e-05,0.0031705789875868,0.0,0.0031705789875868,1,0,1,0,0,1,0,0,0,0,-1
depressed,14,9,1.5939375722964542e-05,15.937045348183716,JJ,13,4.327466278428792,56.2570616195743,8.61207157291661e-05,0.0224775068053123,0.0,0.0030453668391476,1,0,0,1,0,1,0,1,0,0,-1
depressing,5,10,5.692634186773051e-06,17.422472175353956,JJ,5,5.705977901682522,28.52988950841261,3.205970047864544e-05,0.0083675818249264,0.0,0.0030859804768429,0,0,1,0,0,1,0,1,0,0,-1
depression,13,10,1.4800848885609931e-05,16.043960552100227,NN,13,4.327466278428792,56.2570616195743,5.506928250871301e-05,0.014373082734774,0.0,0.0033940911987676,0,0,0,0,0,1,0,1,0,0,-1
deprivation,1,11,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,1.7576148870432152e-05,0.0045873748551827,0.0,0.0045873748551827,1,0,1,1,0,1,0,1,0,0,-1
depth,3,5,3.4155805120638303e-06,18.159437769520164,NN,3,6.442943495848728,19.328830487546185,1.2081022387159468e-05,0.0031531468430486,0.0,0.001914124627406,0,0,0,0,0,0,1,0,0,1,1
deranged,4,8,4.554107349418441e-06,17.744400270241318,VB,4,6.027905996569885,24.11162398627954,1.9030874107692944e-05,0.0049670581421078,0.0,0.0017988379577946,1,0,1,1,0,1,0,0,0,0,-1
derision,1,8,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,9.546325426212372e-06,0.0024915909362414,0.0,0.0024915909362414,1,0,1,0,0,1,0,0,0,0,-1
descent,4,7,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,1.4359187575061114e-05,0.0037477479570909,0.0,0.00190515360195,0,0,0,1,0,0,0,1,0,0,0
desert,13,6,1.4800848885609931e-05,16.043960552100227,NN,11,4.568474377932588,50.25321815725847,7.659748099049868e-05,0.0199919425385201,0.0,0.003772480906633,1,0,1,1,0,1,0,1,0,0,-1
deserted,38,8,4.326401981947519e-05,14.496472756797736,JJ,25,3.38404980679516,84.601245169879,0.0001157689458179,0.0302156948584805,0.0,0.0034779545804677,1,0,1,1,0,1,0,1,0,0,-1
deserve,5,7,5.692634186773051e-06,17.422472175353956,VB,5,5.705977901682522,28.52988950841261,2.6475442522828897e-05,0.0069100904984583,0.0,0.0031489944269771,1,1,0,0,0,0,1,0,0,1,1
desolation,2,10,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.9263341043010383e-05,0.0050277320122257,0.0,0.0030932684844057,0,0,0,1,0,1,0,1,0,0,-1
despair,37,7,4.2125492982120574e-05,14.53494690461237,NN,32,3.0279059965698845,96.8929918902363,0.0001158420883366,0.0302347850558692,0.0,0.0025835375397353,1,0,1,1,0,1,0,1,0,0,-1
despairing,4,10,4.554107349418441e-06,17.744400270241318,NN,4,6.027905996569885,24.11162398627954,1.5682133699146155e-05,0.0040930368954771,0.0,0.0014253738464341,0,0,0,1,0,1,0,1,0,0,-1
despicable,1,10,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,1.1213365119670529e-05,0.002926688296234,0.0,0.002926688296234,1,0,1,0,0,1,0,0,0,0,-1
despise,5,7,5.692634186773051e-06,17.422472175353956,VB,4,6.027905996569885,24.11162398627954,4.8407989279641305e-05,0.0126344852019863,0.0,0.0057245071192496,1,0,1,0,0,1,0,0,0,0,-1
despotism,2,9,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,1.6310133217915104e-05,0.0042569447698758,0.0,0.0021886969780659,1,0,1,1,0,1,0,1,0,0,-1
destination,13,11,1.4800848885609931e-05,16.043960552100227,NN,13,4.327466278428792,56.2570616195743,8.415481662964345e-05,0.0219644071403369,0.0,0.0029318877225127,0,1,0,1,1,0,1,1,1,0,1
destitute,2,9,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,9.675754174209946e-06,0.0025253718394687,0.0,0.0018211728418165,0,0,0,1,0,1,0,1,0,0,-1
destroyed,24,9,2.732464409651064e-05,15.159437769520164,VB,17,3.940443155319545,66.98753364043226,8.414439247224757e-05,0.0219616864352566,0.0,0.0027798540778268,1,0,0,1,0,1,0,1,0,0,-1
destroyer,9,9,1.0246741536191492e-05,16.574475268799006,NN,6,5.442943495848728,32.65766097509237,7.1708412899127e-05,0.0187158957666721,0.0,0.0074053653004744,1,0,0,1,0,1,0,0,0,0,-1
destroying,6,10,6.8311610241276606e-06,17.159437769520164,VB,5,5.705977901682522,28.52988950841261,2.8279004506137323e-05,0.0073808201761018,0.0,0.0027452383457697,1,0,0,1,0,1,0,1,0,0,-1
destruction,14,11,1.5939375722964542e-05,15.937045348183716,NN,11,4.568474377932588,50.25321815725847,4.724551279818159e-05,0.0123310788403253,0.0,0.0021258605760505,1,0,0,0,0,1,0,0,0,0,-1
destructive,1,11,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,9.137926477497404e-06,0.0023849988106268,0.0,0.0023849988106268,1,0,1,1,0,1,0,0,0,0,-1
detention,1,9,1.1385268373546102e-06,19.74440027024132,NN,1,8.027905996569885,8.027905996569885,1.1793811550328325e-05,0.0030781848146356,0.0,0.0030781848146356,0,0,0,0,0,1,0,1,0,0,-1
determination,19,13,2.1632009909737597e-05,15.496472756797736,NN,18,3.857980995127572,69.4436579122963,0.0001074287277446,0.0280388979413652,0.0,0.0024022297603534,0,0,0,0,0,0,1,0,0,1,1
detest,2,6,2.2770536747092203e-06,18.74440027024132,VB,2,7.027905996569885,14.05581199313977,1.9916930886390344e-05,0.0051983189613478,0.0,0.0036584622574543,1,0,1,0,0,1,0,0,0,0,-1
detract,1,7,1.1385268373546102e-06,19.74440027024132,VB,1,8.027905996569885,8.027905996569885,1.622271124644318e-05,0.0042341276353216,0.0,0.0042341276353216,1,0,0,0,0,1,0,0,0,0,-1
devastating,1,11,1.1385268373546102e-06,19.74440027024132,JJ,1,8.027905996569885,8.027905996569885,8.324292428486135e-06,0.0021726403238348,0.0,0.0021726403238348,1,0,1,1,0,1,0,1,0,1,-1
develop,5,7,5.692634186773051e-06,17.422472175353956,VB,5,5.705977901682522,28.52988950841261,2.287823086416536e-05,0.0059712182555471,0.0,0.0028832632145945,0,1,0,0,0,0,1,0,0,0,1
devil,85,5,9.677478117514186e-05,13.335009334103615,NN,64,2.0279059965698845,129.7859837804726,0.0002105943420176,0.0549651232666179,0.0,0.0035391029608549,1,1,1,1,0,1,0,1,0,0,-1
devilish,4,8,4.554107349418441e-06,17.744400270241318,JJ,4,6.027905996569885,24.11162398627954,2.311695450225364e-05,0.0060335251250881,0.0,0.0022858953343078,0,0,1,1,0,1,0,0,0,0,-1
devout,2,6,2.2770536747092203e-06,18.74440027024132,VB,2,7.027905996569885,14.05581199313977,1.9099485349637967e-05,0.0049849656762555,0.0,0.0028111623986279,0,1,0,0,1,0,1,0,0,1,1
diabolical,7,10,7.969687861482271e-06,16.937045348183716,JJ,6,5.442943495848728,32.65766097509237,3.806765693049684e-05,0.0099356584588596,0.0,0.0037229435676119,1,0,1,1,0,1,0,0,0,0,-1
diagnosis,2,9,2.2770536747092203e-06,18.74440027024132,NN,2,7.027905996569885,14.05581199313977,2.5119978459434143e-05,0.0065563143779123,0.0,0.0048940849558286,0,1,0,1,0,1,0,0,0,1,-1
